Date,Open,High,Low,Close,Shares Traded(Cr),Turnover (Rs Cr),Price/Earnings,Price/Bookvalue,Dividend Yield
7-December-2009,17106.74,17176.62,16943.01,16983.14,2.11,1178.30,21.60,4.06,1.13,
8-December-2009,16984.54,17237.79,16964.11,17227.68,1.86,1080.34,21.89,4.11,1.12,
9-December-2009,17204.32,17227.96,17057.37,17125.22,2.19,1181.85,21.81,4.10,1.12,
10-December-2009,17107.00,17231.05,17032.30,17189.31,1.91,1084.14,21.90,4.12,1.11,
11-December-2009,17199.74,17351.71,17056.12,17119.03,1.93,1157.92,21.82,4.10,1.12,
14-December-2009,17118.14,17275.19,17048.17,17097.55,1.71,1032.95,21.84,4.10,1.12,
15-December-2009,17150.59,17200.47,16835.78,16877.16,1.87,1108.40,21.59,4.06,1.13,
16-December-2009,16866.95,16996.12,16777.94,16912.77,1.95,1177.12,21.64,4.07,1.13,
17-December-2009,16912.25,16979.52,16826.00,16894.25,2.21,1275.98,21.63,4.06,1.13,
18-December-2009,16855.91,16899.19,16693.06,16719.83,1.87,1169.71,21.42,4.02,1.14,
21-December-2009,16724.84,16750.99,16577.78,16601.20,1.72,1042.75,21.29,4.00,1.15,
22-December-2009,16633.81,16738.12,16633.81,16692.00,1.44,800.46,21.41,4.02,1.14,
23-December-2009,16723.96,17252.09,16723.96,17231.11,2.66,1314.67,22.10,4.15,1.10,
24-December-2009,17265.47,17413.69,17198.09,17360.61,2.25,1203.05,22.25,4.18,1.10,
29-December-2009,17388.67,17486.05,17372.63,17401.56,1.44,773.48,22.27,4.19,1.10,
30-December-2009,17402.24,17440.05,17322.80,17343.82,1.37,764.96,22.20,4.17,1.10,
31-December-2009,17365.37,17530.94,17365.37,17464.81,1.67,962.28,22.36,4.20,1.09,
4-January-2010,17473.45,17582.84,17378.38,17558.73,2.82,2252.17,22.45,4.22,1.09,
5-January-2010,17555.77,17729.78,17555.77,17686.24,2.70,1229.22,22.61,4.25,1.08,
6-January-2010,17719.47,17790.33,17636.71,17701.13,2.15,1236.73,22.63,4.25,1.08,
7-January-2010,17701.97,17733.34,17566.54,17615.72,1.80,1144.52,22.54,4.24,1.08,
8-January-2010,17603.87,17658.12,17508.96,17540.29,1.73,1013.26,22.47,4.22,1.09,
11-January-2010,17724.59,17776.57,17500.79,17526.71,1.85,1018.22,22.50,4.23,1.08,
12-January-2010,17534.10,17612.00,17392.55,17422.51,1.86,1240.98,22.38,4.19,1.09,
13-January-2010,17368.03,17528.31,17276.46,17509.80,2.61,1704.25,22.50,4.21,1.09,
14-January-2010,17525.71,17628.04,17525.71,17584.87,2.33,1573.39,22.68,4.25,1.08,
15-January-2010,17604.31,17639.85,17529.11,17554.30,1.77,1045.91,22.63,4.24,1.08,
18-January-2010,17538.72,17712.60,17505.50,17641.08,1.55,956.30,22.60,4.25,1.08,
19-January-2010,17650.82,17664.86,17463.78,17486.06,1.35,847.27,22.39,4.21,1.09,
20-January-2010,17486.69,17590.59,17425.05,17474.49,1.69,964.76,22.21,4.20,1.09,
21-January-2010,17474.49,17474.49,17025.26,17051.14,1.72,1143.22,21.82,4.10,1.12,
22-January-2010,16978.36,17000.33,16608.09,16859.68,2.33,1454.19,21.31,4.04,1.13,
25-January-2010,16847.70,16877.77,16705.56,16780.46,1.64,940.59,21.04,3.81,1.13,
27-January-2010,16708.60,16708.60,16230.85,16289.82,2.56,1480.60,20.44,3.71,1.16,
28-January-2010,16317.16,16524.69,16182.14,16306.87,2.16,1234.81,20.33,3.71,1.16,
29-January-2010,16253.82,16390.31,15982.08,16357.96,2.53,1499.39,20.32,3.71,1.16,
1-February-2010,16339.32,16422.40,16160.80,16356.03,2.01,1011.65,20.29,3.71,1.16,
2-February-2010,16368.44,16525.98,16129.11,16163.44,2.06,1116.15,20.03,3.67,1.18,
3-February-2010,16210.25,16552.99,16210.25,16496.05,1.63,1023.27,20.42,3.74,1.15,
4-February-2010,16500.29,16508.22,16188.80,16224.95,1.58,903.46,20.11,3.67,1.17,
5-February-2010,16222.56,16222.56,15725.43,15790.93,2.30,1214.26,19.57,3.58,1.20,
6-February-2010,15807.75,15951.07,15807.75,15915.65,0.27,140.85,19.72,3.60,1.19,
8-February-2010,15931.34,16061.41,15651.99,15935.61,2.67,1176.89,19.76,3.61,1.19,
9-February-2010,15940.73,16094.13,15862.90,16042.18,2.12,927.09,19.87,3.63,1.19,
10-February-2010,16042.18,16141.13,15892.01,15922.17,1.98,950.52,19.70,3.60,1.20,
11-February-2010,15928.28,16202.87,15928.28,16152.59,1.44,807.16,19.97,3.65,1.18,
15-February-2010,16186.90,16227.04,16011.82,16038.35,1.70,754.56,19.80,3.62,1.19,
16-February-2010,16042.18,16310.39,16021.29,16226.68,2.05,856.85,20.01,3.66,1.18,
17-February-2010,16228.91,16480.89,16228.91,16428.91,1.96,946.26,20.21,3.69,1.17,
18-February-2010,16421.20,16452.51,16287.17,16327.84,1.40,697.61,20.09,3.67,1.17,
19-February-2010,16256.53,16301.94,16074.58,16191.63,1.94,993.17,19.91,3.64,1.18,
22-February-2010,16191.32,16423.23,16191.32,16237.05,1.40,708.81,19.94,3.64,1.18,
23-February-2010,16213.14,16324.93,16178.91,16286.32,1.34,685.50,20.00,3.65,1.18,
24-February-2010,16218.68,16328.44,16187.44,16255.97,1.23,620.07,19.97,3.65,1.18,
25-February-2010,16264.10,16329.33,16167.13,16254.20,1.22,653.56,19.93,3.64,1.18,
26-February-2010,16255.33,16669.25,16249.67,16429.55,3.09,1565.19,20.15,3.68,1.17,
2-March-2010,16438.45,16808.49,16438.45,16772.56,2.23,1186.09,20.49,3.74,1.15,
3-March-2010,16778.29,17012.61,16778.29,17000.01,2.01,1049.41,20.75,3.79,1.14,
4-March-2010,17013.68,17024.96,16888.05,16971.70,1.89,1182.32,20.72,3.79,1.14,
5-March-2010,16988.29,17097.71,16936.12,16994.49,1.97,1114.40,20.75,3.79,1.14,
8-March-2010,17034.92,17187.55,17034.92,17102.60,1.52,986.91,20.85,3.81,1.13,
9-March-2010,17089.22,17130.83,17031.21,17052.54,5.65,4148.59,20.76,3.79,1.13,
10-March-2010,17072.94,17183.51,17027.92,17098.33,1.69,1044.17,20.81,3.80,1.13,
11-March-2010,17087.63,17215.07,17054.28,17167.96,1.15,669.41,20.90,3.82,1.13,
12-March-2010,17176.02,17244.54,17126.93,17166.62,2.40,940.39,20.88,3.82,1.13,
15-March-2010,17166.97,17195.49,17061.14,17164.99,1.43,759.63,20.90,3.82,1.13,
16-March-2010,17169.84,17416.55,17150.06,17383.18,1.24,768.44,21.14,3.86,1.11,
17-March-2010,17389.47,17576.78,17389.47,17490.08,1.67,958.69,21.26,3.88,1.11,
18-March-2010,17492.81,17548.13,17417.61,17519.26,1.36,712.08,21.24,3.88,1.11,
19-March-2010,17531.47,17600.87,17502.14,17578.23,1.38,824.68,21.33,3.90,1.10,
22-March-2010,17481.96,17559.18,17337.38,17410.57,1.22,710.15,21.17,3.87,1.11,
23-March-2010,17422.51,17530.79,17356.64,17451.02,1.27,697.95,21.21,3.88,1.11,
25-March-2010,17458.51,17575.23,17383.21,17558.85,1.39,781.70,21.31,3.89,1.11,
26-March-2010,17558.85,17682.94,17558.85,17644.76,1.31,797.32,21.40,3.91,1.10,
29-March-2010,17639.18,17793.01,17639.18,17711.35,1.47,775.28,21.48,3.93,1.10,
30-March-2010,17703.67,17783.35,17558.22,17590.17,1.26,752.44,21.37,3.91,1.10,
31-March-2010,17602.39,17699.50,17488.55,17527.77,1.35,779.57,21.32,3.90,1.10,
1-April-2010,17555.04,17706.56,17555.04,17692.62,1.30,751.28,21.49,3.93,1.10,
5-April-2010,17693.66,17948.54,17693.66,17935.68,1.28,769.78,21.78,3.98,1.08,
6-April-2010,17940.32,17991.41,17898.00,17941.37,1.24,734.35,21.77,3.98,1.08,
7-April-2010,17915.60,18047.86,17878.31,17970.02,1.32,788.49,21.84,3.99,1.08,
8-April-2010,17950.56,17960.91,17679.34,17714.40,1.18,702.50,21.55,3.94,1.09,
9-April-2010,17715.16,17971.47,17715.16,17933.14,1.22,725.13,21.75,3.97,1.08,
12-April-2010,17874.16,17995.25,17816.19,17853.00,0.99,630.96,21.65,3.96,1.09,
13-April-2010,17831.38,17892.78,17736.09,17821.96,1.27,1260.14,21.67,3.95,1.09,
15-April-2010,17804.55,17975.57,17619.02,17639.26,1.27,946.27,21.48,3.92,1.10,
16-April-2010,17645.91,17663.99,17529.55,17591.18,1.17,712.28,21.39,3.90,1.10,
19-April-2010,17584.86,17584.86,17276.80,17400.68,1.18,729.03,21.12,3.85,1.12,
20-April-2010,17394.68,17560.09,17394.68,17460.58,1.40,936.01,21.07,3.86,1.11,
21-April-2010,17458.76,17565.55,17446.51,17472.56,1.00,692.13,21.09,3.86,1.11,
22-April-2010,17476.48,17778.34,17408.02,17573.99,1.76,1407.54,21.22,3.89,1.11,
23-April-2010,17533.88,17725.88,17533.88,17694.20,1.72,1164.88,21.23,3.90,1.10,
26-April-2010,17692.26,17826.48,17692.26,17745.28,1.47,959.70,20.88,3.78,1.10,
27-April-2010,17744.93,17769.25,17678.56,17690.62,1.22,771.75,20.84,3.77,1.10,
28-April-2010,17643.59,17643.59,17344.58,17380.08,1.70,1105.74,20.51,3.71,1.12,
29-April-2010,17382.09,17532.86,17382.09,17503.47,1.09,753.51,20.62,3.73,1.11,
30-April-2010,17503.47,17646.61,17503.47,17558.71,1.21,896.28,20.69,3.74,1.11,
3-May-2010,17536.86,17536.86,17345.92,17386.08,1.04,711.21,20.47,3.71,1.12,
4-May-2010,17371.75,17464.82,17101.96,17137.14,1.98,1260.34,20.18,3.66,1.13,
5-May-2010,17103.95,17121.66,16858.23,17087.96,2.01,1057.30,20.15,3.65,1.14,
6-May-2010,17080.47,17080.47,16823.00,16987.53,1.64,930.70,20.04,3.63,1.14,
7-May-2010,16939.58,16939.58,16684.13,16769.11,1.94,1275.80,19.79,3.59,1.16,
10-May-2010,16799.49,17356.54,16799.49,17330.55,1.97,976.97,20.43,3.71,1.12,
11-May-2010,17336.13,17379.15,17104.45,17141.53,2.03,1143.32,20.11,3.66,1.13,
12-May-2010,17141.53,17252.52,17028.08,17195.81,1.84,901.12,20.14,3.67,1.13,
13-May-2010,17323.63,17389.15,17240.35,17265.87,1.79,865.57,20.22,3.68,1.13,
14-May-2010,17267.25,17329.32,16923.65,16994.60,1.51,956.99,19.94,3.63,1.14,
17-May-2010,16961.92,16961.92,16551.00,16835.56,2.03,1199.17,19.87,3.52,1.16,
18-May-2010,16840.59,17000.34,16744.13,16875.76,1.68,1039.96,19.97,3.51,1.15,
19-May-2010,16802.39,16802.39,16373.32,16408.49,2.21,1291.40,19.45,3.41,1.18,
20-May-2010,16419.10,16617.80,16419.10,16519.68,2.15,1165.06,19.70,3.46,1.17,
21-May-2010,16317.94,16486.74,16187.03,16445.61,2.43,1128.27,19.52,3.43,1.18,
24-May-2010,16494.61,16757.73,16413.03,16469.55,2.23,1080.37,19.56,3.44,1.18,
25-May-2010,16444.57,16444.57,15960.15,16022.48,2.16,1070.70,19.09,3.34,1.21,
26-May-2010,16069.78,16410.35,16069.78,16387.84,1.85,874.91,19.78,3.47,1.16,
27-May-2010,16410.88,16694.55,16331.10,16666.40,1.90,1033.30,20.02,3.47,1.14,
28-May-2010,16692.66,16891.17,16692.66,16863.06,1.94,1015.39,20.27,3.50,1.12,
31-May-2010,16872.17,16971.15,16806.50,16944.63,1.55,740.99,20.40,3.52,1.12,
1-June-2010,16942.82,16942.82,16318.39,16572.03,2.05,1006.61,19.74,3.39,1.14,
2-June-2010,16574.79,16774.15,16571.45,16741.84,2.90,1104.83,19.99,3.43,1.13,
3-June-2010,16786.28,17072.63,16786.28,17022.33,2.18,909.48,20.31,3.47,1.11,
4-June-2010,17036.55,17150.42,16963.92,17117.69,2.24,935.15,20.38,3.48,1.10,
7-June-2010,17069.77,17069.77,16686.73,16781.07,2.60,952.08,20.01,3.42,1.12,
8-June-2010,16760.60,16895.73,16560.64,16617.10,2.73,1096.07,19.81,3.17,1.26,
9-June-2010,16621.12,16817.69,16591.26,16657.89,3.67,1478.56,19.88,3.18,1.25,
10-June-2010,16668.91,16942.60,16668.91,16922.08,2.47,1166.33,20.18,3.23,1.23,
11-June-2010,16994.07,17131.56,16994.07,17064.95,2.47,1186.50,20.31,3.25,1.23,
14-June-2010,17118.74,17351.18,17118.74,17338.17,1.74,845.95,20.64,3.30,1.21,
15-June-2010,17355.49,17442.50,17249.46,17412.83,2.23,1076.25,20.70,3.31,1.20,
16-June-2010,17500.30,17530.38,17407.30,17462.87,2.74,1202.44,20.72,3.32,1.20,
17-June-2010,17490.52,17647.42,17394.90,17616.69,2.53,1298.86,20.89,3.34,1.19,
18-June-2010,17628.02,17721.99,17525.29,17570.82,2.40,1297.86,20.86,3.34,1.19,
21-June-2010,17654.81,17919.62,17654.81,17876.55,2.63,1115.17,21.17,3.39,1.18,
22-June-2010,17868.12,17868.12,17725.63,17749.69,1.53,717.02,21.01,3.36,1.18,
23-June-2010,17694.87,17782.41,17629.19,17755.94,1.76,822.23,21.01,3.36,1.18,
24-June-2010,17750.51,17845.65,17632.80,17730.24,1.56,734.20,20.95,3.35,1.19,
25-June-2010,17705.11,17714.73,17546.73,17574.53,1.93,954.15,20.90,3.34,1.19,
28-June-2010,17577.66,17794.80,17571.85,17774.26,1.91,895.31,21.16,3.39,1.18,
29-June-2010,17777.95,17777.95,17465.73,17534.09,1.92,848.99,20.91,3.35,1.19,
30-June-2010,17476.85,17725.04,17373.78,17700.90,1.83,924.64,21.09,3.38,1.18,
1-July-2010,17679.34,17679.34,17455.41,17509.33,1.62,831.40,20.85,3.34,1.19,
2-July-2010,17523.47,17598.94,17426.78,17460.95,1.72,779.03,20.83,3.33,1.19,
5-July-2010,17473.83,17505.73,17423.74,17441.44,0.78,386.88,20.77,3.32,1.20,
6-July-2010,17402.68,17643.14,17395.58,17614.48,1.57,655.35,20.96,3.36,1.19,
7-July-2010,17623.66,17623.66,17447.15,17471.03,1.52,697.13,20.81,3.33,1.20,
8-July-2010,17536.48,17728.37,17536.48,17651.73,1.41,666.30,21.01,3.36,1.18,
9-July-2010,17667.85,17857.58,17667.85,17833.54,2.59,1044.10,21.23,3.40,1.17,
12-July-2010,17875.97,18010.07,17874.95,17937.20,1.62,785.82,21.34,3.42,1.17,
13-July-2010,17908.30,17998.04,17855.85,17985.90,1.70,1016.89,21.39,3.42,1.16,
14-July-2010,18024.95,18167.22,17897.26,17938.16,1.68,957.37,21.29,3.40,1.17,
15-July-2010,17874.71,17978.56,17858.73,17909.46,1.18,680.27,21.25,3.40,1.17,
16-July-2010,17911.13,17980.27,17892.16,17955.82,1.33,757.45,21.30,3.41,1.17,
19-July-2010,17914.12,18005.07,17856.40,17928.42,1.18,606.13,21.27,3.41,1.17,
20-July-2010,17918.43,18040.17,17848.07,17878.14,1.17,549.39,21.21,3.40,1.17,
21-July-2010,17873.92,18012.20,17873.92,17977.23,1.30,658.83,21.33,3.42,1.16,
22-July-2010,17978.37,18127.90,17879.88,18113.15,1.59,839.79,21.48,3.45,1.15,
23-July-2010,18132.29,18237.56,18093.93,18130.98,1.75,900.34,21.46,3.45,1.15,
26-July-2010,18056.24,18194.09,17993.88,18020.05,1.68,909.92,21.34,3.43,1.16,
27-July-2010,17998.74,18149.56,17998.74,18077.61,1.57,1084.86,21.59,3.44,1.16,
28-July-2010,18077.85,18137.14,17925.40,17957.37,1.55,1018.60,21.22,3.42,1.16,
29-July-2010,17961.58,18013.10,17902.84,17992.00,1.15,766.97,21.17,3.42,1.16,
30-July-2010,17981.06,18000.35,17838.92,17868.29,1.40,807.04,21.23,3.39,1.17,
2-August-2010,17911.31,18104.24,17911.31,18081.21,1.09,683.58,21.46,3.43,1.16,
3-August-2010,18149.90,18167.45,18072.38,18114.83,1.37,795.07,21.49,3.44,1.16,
4-August-2010,18115.56,18249.46,18093.03,18217.44,1.12,708.78,21.62,3.46,1.15,
5-August-2010,18234.85,18295.43,18156.45,18172.83,1.02,649.03,21.57,3.45,1.15,
6-August-2010,18165.49,18244.56,18118.19,18143.99,0.97,652.92,21.51,3.44,1.15,
9-August-2010,18141.11,18309.25,18139.90,18287.50,1.09,684.01,21.69,3.47,1.15,
10-August-2010,18272.28,18293.40,18170.77,18219.99,1.79,1140.03,21.58,3.45,1.15,
11-August-2010,18177.35,18263.88,18042.89,18070.19,2.02,1237.08,21.57,3.42,1.16,
12-August-2010,17972.65,18113.62,17914.78,18073.90,1.96,1621.12,21.55,3.43,1.16,
13-August-2010,18080.29,18260.39,18050.42,18167.03,1.86,1161.11,21.52,3.45,1.15,
16-August-2010,18169.80,18203.92,17997.46,18050.78,1.60,723.47,21.55,3.43,1.16,
17-August-2010,18049.19,18140.15,18026.00,18048.85,1.28,656.21,21.51,3.42,1.16,
18-August-2010,18067.67,18286.00,18067.67,18257.12,1.48,859.58,21.73,3.46,1.15,
19-August-2010,18276.50,18475.27,18276.50,18454.94,1.45,802.01,21.87,3.48,1.14,
20-August-2010,18444.24,18464.14,18360.90,18401.82,1.41,772.08,21.80,3.47,1.14,
23-August-2010,18400.33,18454.38,18371.02,18409.35,1.14,678.96,21.86,3.48,1.14,
24-August-2010,18407.01,18451.73,18260.71,18311.59,1.44,700.43,21.75,3.46,1.15,
25-August-2010,18308.51,18312.43,18156.00,18179.64,1.58,752.12,21.61,3.44,1.15,
26-August-2010,18194.78,18261.06,18159.13,18226.35,1.28,746.04,21.68,3.45,1.15,
27-August-2010,18205.90,18248.36,17944.16,17998.41,1.36,758.76,21.48,3.42,1.16,
30-August-2010,18063.48,18216.50,17960.23,18032.11,1.16,664.33,21.54,3.43,1.16,
31-August-2010,18015.66,18015.66,17819.99,17971.12,1.63,920.84,21.44,3.41,1.16,
1-September-2010,18027.12,18227.14,18027.12,18205.87,1.43,738.08,21.70,3.45,1.15,
2-September-2010,18215.28,18355.84,18215.28,18238.31,1.34,672.76,21.68,3.45,1.15,
3-September-2010,18238.08,18316.32,18206.50,18221.43,0.94,477.73,21.68,3.45,1.15,
6-September-2010,18124.29,18600.30,18124.29,18560.05,1.82,941.12,22.06,3.51,1.13,
7-September-2010,18571.73,18711.20,18571.43,18645.06,1.46,780.96,22.16,3.53,1.13,
8-September-2010,18627.67,18721.21,18540.65,18666.71,2.01,1509.57,22.23,3.54,1.12,
9-September-2010,18669.12,18823.17,18669.12,18799.66,1.31,883.48,22.36,3.56,1.12,
13-September-2010,18845.31,19243.44,18845.31,19208.33,1.59,1090.89,22.83,3.63,1.09,
14-September-2010,19218.13,19487.02,19218.13,19346.96,2.10,1246.88,23.01,3.66,1.08,
15-September-2010,19343.74,19554.50,19340.99,19502.11,1.74,1118.79,23.18,3.69,1.08,
16-September-2010,19476.93,19636.66,19383.46,19417.49,1.62,1217.35,23.06,3.67,1.08,
17-September-2010,19436.71,19639.18,19436.71,19594.75,1.67,910.18,23.26,3.70,1.07,
20-September-2010,19445.42,19927.30,19445.42,19906.10,1.95,1075.77,23.56,3.75,1.06,
21-September-2010,19925.79,20088.96,19860.88,20001.55,1.59,1068.13,23.69,3.77,1.05,
22-September-2010,20039.43,20105.54,19804.02,19941.72,1.45,996.07,23.62,3.76,1.06,
23-September-2010,19944.30,19998.32,19771.63,19861.01,1.18,725.00,23.56,3.75,1.06,
24-September-2010,19836.43,20071.75,19833.52,20045.18,1.75,952.75,23.79,3.78,1.05,
27-September-2010,20082.26,20267.98,20082.26,20117.38,1.73,893.98,23.92,3.81,1.04,
28-September-2010,20114.37,20157.51,19981.96,20104.86,1.35,747.86,23.93,3.81,1.04,
29-September-2010,20086.89,20234.05,19923.11,19956.34,1.88,881.33,23.72,3.77,1.05,
30-September-2010,19931.49,20114.73,19864.46,20069.12,1.58,854.05,23.80,3.79,1.05,
1-October-2010,20094.10,20475.47,20094.10,20445.04,1.91,1112.92,24.24,3.86,1.03,
4-October-2010,20501.21,20706.74,20437.36,20475.73,1.50,842.03,24.24,3.86,1.03,
5-October-2010,20461.98,20560.54,20383.16,20407.71,1.78,1078.35,24.18,3.85,1.03,
6-October-2010,20448.69,20669.95,20447.05,20543.08,1.62,778.10,24.32,3.87,1.03,
7-October-2010,20544.30,20581.29,20272.77,20315.32,1.93,946.71,24.08,3.83,1.04,
8-October-2010,20297.58,20409.19,20145.74,20250.26,1.54,825.14,24.00,3.82,1.04,
11-October-2010,20291.59,20461.27,20274.95,20339.89,1.17,665.17,24.09,3.83,1.03,
12-October-2010,20357.79,20368.40,20107.25,20203.34,1.35,715.68,23.93,3.81,1.04,
13-October-2010,20223.45,20703.97,20211.66,20687.88,1.45,962.85,24.47,3.89,1.02,
14-October-2010,20700.42,20854.55,20442.82,20497.64,1.52,950.59,24.23,3.86,1.03,
15-October-2010,20518.50,20578.45,20090.18,20125.05,0.93,757.81,23.75,3.79,1.05,
18-October-2010,20160.55,20229.39,19870.51,20168.89,1.26,884.98,23.83,3.80,1.04,
19-October-2010,20298.55,20332.02,19923.96,19983.13,1.21,846.12,23.55,3.77,1.05,
20-October-2010,19924.02,20043.82,19822.66,19872.15,1.07,665.25,23.41,3.75,1.06,
21-October-2010,19951.34,20293.10,19886.12,20260.58,1.29,869.25,23.92,3.82,1.04,
22-October-2010,20334.14,20351.74,20088.67,20165.86,1.32,824.05,23.74,3.81,1.04,
25-October-2010,20199.73,20452.30,20199.73,20303.12,1.22,727.11,23.87,3.83,1.04,
26-October-2010,20325.44,20344.68,20189.30,20221.39,1.03,671.82,23.74,3.81,1.04,
27-October-2010,20220.58,20220.58,19923.71,20005.37,1.21,678.02,23.43,3.77,1.05,
28-October-2010,20116.49,20185.46,19869.32,19941.04,1.17,671.12,23.35,3.76,1.06,
29-October-2010,19986.32,20080.33,19768.96,20032.34,1.43,925.78,23.23,3.75,1.06,
1-November-2010,20272.49,20609.65,20267.10,20355.63,0.54,404.08,23.29,3.80,1.04,
2-November-2010,20407.18,20418.35,20281.73,20345.69,1.33,873.26,23.27,3.79,1.04,
3-November-2010,20472.86,20538.80,20426.18,20465.74,1.00,640.76,23.38,3.81,1.04,
4-November-2010,20605.63,20917.03,20605.63,20893.57,1.28,856.37,23.87,3.89,1.02,
5-November-2010,21045.66,21108.64,20961.98,21004.96,0.52,274.97,24.15,3.91,1.01,
8-November-2010,21041.97,21075.71,20822.37,20852.38,1.37,725.66,23.96,3.88,1.02,
9-November-2010,20851.91,20984.08,20762.81,20932.48,1.18,828.31,24.02,3.86,1.02,
10-November-2010,20917.54,20970.91,20849.92,20875.71,1.52,1007.10,23.99,3.84,1.02,
11-November-2010,20930.45,20937.38,20544.22,20589.09,1.27,784.42,23.62,3.78,1.04,
12-November-2010,20529.74,20593.91,20108.40,20156.89,1.45,941.01,23.17,3.71,1.06,
15-November-2010,20167.62,20335.51,20046.60,20309.69,1.43,970.68,23.22,3.74,1.05,
16-November-2010,20371.73,20380.10,19832.22,19865.14,1.53,1006.13,22.74,3.66,1.07,
18-November-2010,19997.83,20056.44,19615.51,19930.64,2.18,1257.66,22.80,3.67,1.07,
19-November-2010,19982.75,19982.75,19504.87,19585.44,1.64,966.34,22.38,3.60,1.09,
22-November-2010,19713.84,19989.02,19641.42,19957.59,1.09,720.89,22.79,3.67,1.07,
23-November-2010,19841.42,19841.42,19342.69,19691.84,1.43,1011.31,22.47,3.62,1.08,
24-November-2010,19735.28,19835.57,19375.92,19459.85,1.21,874.62,22.19,3.57,1.10,
25-November-2010,19560.25,19628.27,19257.37,19318.16,1.37,983.75,22.02,3.54,1.11,
26-November-2010,19391.96,19417.61,18954.82,19136.61,2.51,1196.58,21.84,3.51,1.12,
29-November-2010,19230.34,19450.09,19167.19,19405.10,1.23,696.97,22.15,3.56,1.10,
30-November-2010,19373.23,19610.46,19218.02,19521.25,1.88,1057.14,22.38,3.60,1.09,
1-December-2010,19529.99,19887.26,19525.15,19850.00,1.49,1022.60,22.72,3.66,1.07,
2-December-2010,20038.66,20084.25,19917.77,19992.70,1.66,1119.97,22.88,3.68,1.06,
3-December-2010,20007.89,20067.81,19877.12,19966.93,1.39,833.57,22.86,3.68,1.07,
6-December-2010,20038.25,20217.86,19944.71,19981.31,1.41,961.48,22.93,3.74,1.05,
7-December-2010,19982.90,20008.36,19824.44,19934.64,1.34,982.36,22.92,3.74,1.05,
8-December-2010,19874.30,19875.51,19611.35,19696.48,1.25,912.65,22.69,3.70,1.06,
9-December-2010,19746.15,19771.09,19160.87,19242.36,1.72,1213.89,22.19,3.62,1.08,
10-December-2010,19201.89,19537.40,19074.57,19508.89,1.60,1091.51,22.48,3.67,1.07,
13-December-2010,19600.28,19710.57,19321.41,19691.78,1.54,1007.84,22.69,3.70,1.06,
14-December-2010,19746.75,19836.82,19621.41,19799.19,1.35,828.28,22.83,3.72,1.05,
15-December-2010,19791.22,19817.61,19571.43,19647.77,1.41,1060.66,22.68,3.70,1.06,
16-December-2010,19698.58,19897.22,19554.35,19864.85,1.54,1277.28,22.93,3.74,1.05,
20-December-2010,19770.02,20006.16,19711.12,19888.88,1.12,1004.06,22.92,3.74,1.05,
21-December-2010,19925.76,20090.84,19925.76,20060.32,1.42,918.31,23.07,3.76,1.04,
22-December-2010,20118.82,20151.25,19931.31,20015.80,1.21,784.82,23.04,3.76,1.04,
23-December-2010,20038.83,20076.08,19939.30,19982.88,0.76,539.39,23.00,3.75,1.05,
24-December-2010,19911.46,20086.42,19880.36,20073.66,1.65,698.74,23.11,3.77,1.04,
27-December-2010,20062.60,20190.13,20010.33,20028.93,0.98,463.31,23.06,3.76,1.04,
28-December-2010,20056.47,20090.41,19981.76,20025.42,1.06,518.54,23.05,3.76,1.04,
29-December-2010,20060.88,20274.20,20054.64,20256.03,0.99,543.23,23.30,3.80,1.03,
30-December-2010,20274.12,20410.91,20274.12,20389.07,1.06,568.60,23.44,3.82,1.03,
31-December-2010,20412.76,20552.03,20412.76,20509.09,1.26,678.30,23.56,3.84,1.02,
3-January-2011,20621.61,20664.80,20531.00,20561.05,1.19,672.67,23.59,3.85,1.02,
4-January-2011,20617.38,20651.21,20449.01,20498.72,1.52,1020.67,23.53,3.84,1.02,
5-January-2011,20509.95,20509.95,20243.95,20301.10,1.43,921.81,23.33,3.81,1.03,
6-January-2011,20395.50,20425.85,20107.17,20184.74,1.67,1210.87,23.19,3.78,1.04,
7-January-2011,20163.85,20210.62,19629.22,19691.81,1.59,1128.02,22.65,3.70,1.06,
10-January-2011,19714.42,19720.43,19158.43,19224.12,1.72,1198.78,22.12,3.61,1.09,
11-January-2011,19279.77,19431.56,19003.60,19196.34,2.01,1169.16,22.10,3.61,1.09,
12-January-2011,19353.34,19574.63,19048.56,19534.10,1.94,1269.67,22.45,3.66,1.07,
13-January-2011,19492.30,19522.38,19136.27,19182.82,1.69,1206.80,22.10,3.60,1.09,
14-January-2011,19198.04,19447.82,18811.96,18860.44,1.58,1067.89,21.73,3.55,1.10,
17-January-2011,18911.43,19018.94,18779.38,18882.25,1.78,997.41,21.73,3.55,1.10,
18-January-2011,18983.20,19120.62,18933.47,19092.05,1.44,860.75,21.91,3.59,1.09,
19-January-2011,19153.31,19167.06,18898.56,18978.32,1.61,957.55,21.74,3.57,1.10,
20-January-2011,18892.43,19100.26,18794.73,19046.54,1.28,939.65,21.78,3.58,1.10,
21-January-2011,19007.08,19065.34,18932.40,19007.53,1.09,794.39,21.61,3.57,1.10,
24-January-2011,19095.69,19194.46,18998.38,19151.28,1.15,858.25,21.56,3.59,1.09,
25-January-2011,19227.42,19340.99,18949.44,18969.45,1.35,1083.62,21.26,3.57,1.10,
27-January-2011,19086.69,19086.69,18656.05,18684.43,1.38,789.88,20.94,3.51,1.12,
28-January-2011,18708.62,18723.12,18235.45,18395.97,1.86,1197.17,20.64,3.46,1.13,
